pattern_id,pattern,match_count,seconds
346,*/com.apple.accountsd/cloudServiceEnableLog.plist,1,0.734118
347,*PushStore*,0,2.022762
348,*/mobile/Library/Preferences/com.apple.mobile.ldbackup.plist,1,0.628911
349,*/preferences/SystemConfiguration/NetworkInterfaces.plist,1,0.688079
350,*/mobile/Library/SMS/sms.db*,3,2.017005
351,*/mobile/Library/CoreDuet/Knowledge/knowledgeC.db*,3,1.988282
352,*/Library/Caches/WebKit/NetworkCache/Version*/salt,37,1.944462
353,*/Library/Caches/WebKit/NetworkCache/Version*/Records/*/Resource/*,4137,2.027725
354,**/Calendar.sqlitedb,1,0.520234
355,*/mobile/Containers/Data/Application/*/Library/Application Support/Slack/*/*/main_db*,3,1.941036
356,*/mobile/Containers/Shared/AppGroup/*/*/ModelDatabase/db.sqlite*,0,1.943864
357,*/Containers/Data/Application/*/Library/Application Support/account,0,1.905238
358,*/Library/Application Support/coredata/*_Tracks*,0,1.973478
359,*/Library/Application Support/coredata/*_HM3Timeline*,0,1.913911
360,*/Library/Application Support/coredata/*_vasistas*,0,1.917184
361,*/Library/Application Support/coredata/associated_device.sqlite,0,0.497378
362,*/com.apple.CarPlayApp.plist,2,0.483601
363,*/SMS/Drafts/*/composition.plist,0,1.835952
364,*/Containers/Data/Application/*/Library/Application Support/user_*_messaging_core.sqlite3*,0,1.815795
365,*/Biome/streams/restricted/NotesContent/local/*,0,1.871776
366,*/Data/Application/*/Library/Preferences/com.apple.Maps.plist,1,1.738275
367,**/Library/Preferences/com.apple.mobilesafari.plist,1,0.517542
368,**/td/audio/*.json,5,1.848554
369,**/td/audio/*.wav,5,1.844697
370,**/Recordings/*.composition/manifest.plist,0,1.879373
371,**/Recordings/*.m4a,0,1.876127
372,*/mobile/Library/TCC/TCC.db*,3,1.819226
373,*/logs/Accessibility/TCC.db*,0,1.836809
374,*/mobile/Library/Keyboard/*-dynamic.lm/dynamic-lexicon.dat,1,1.834947
375,*/mobile/Library/Keyboard/app_usage_database.plist,1,0.502034
376,*/mobile/Library/Keyboard/user_model_database.sqlite*,3,1.798126
377,*/com.life360.safetymap *.log,0,1.820027
378,*/Library/Application Support/Messaging.sqlite*,0,1.796135
