Module Name,Artifact Name,Search Pattern,List File Name,Count,Search Time (s)
biomeUseractmeta,biomeUseractmeta,*/Biome/streams/restricted/UserActivityMetadata/local*,belkasoft-ctf6-ios-dev1.csv.zip2.zip/belkasoft-ctf6-ios-dev1.csv,2,0.1511
biomeUseractmeta,biomeUseractmeta,*/Biome/streams/restricted/UserActivityMetadata/local*,magnet-mvs-2023-ios.csv.zip2.zip/magnet-mvs-2023-ios.csv,2,0.6663
geodApplications,geodapplications,**/AP.db*,josh-hickman-ios15.csv.zip/josh-hickman-ios15.csv,3,0.9087
geodApplications,geodapplications,**/AP.db*,belkasoft-ctf6-ios-dev1.csv.zip2.zip/belkasoft-ctf6-ios-dev1.csv,3,0.1488
geodApplications,geodapplications,**/AP.db*,magnet-mvs-2023-ios.csv.zip2.zip/magnet-mvs-2023-ios.csv,3,0.6714
deviceName,deviceName,*/root/Library/Lockdown/data_ark.plist,josh-hickman-ios15.csv.zip/josh-hickman-ios15.csv,1,0.3056
deviceName,deviceName,*/root/Library/Lockdown/data_ark.plist,belkasoft-ctf6-ios-dev1.csv.zip2.zip/belkasoft-ctf6-ios-dev1.csv,1,0.0547
deviceName,deviceName,*/root/Library/Lockdown/data_ark.plist,magnet-mvs-2023-ios.csv.zip2.zip/magnet-mvs-2023-ios.csv,1,0.2342
filesApps,filesapp,*/mobile/Library/Application Support/CloudDocs/session/db/client.db*,josh-hickman-ios15.csv.zip/josh-hickman-ios15.csv,3,0.8906
filesApps,filesapp,*/mobile/Library/Application Support/CloudDocs/session/db/server.db*,josh-hickman-ios15.csv.zip/josh-hickman-ios15.csv,3,0.8850
filesApps,filesapp,*/mobile/Library/Application Support/CloudDocs/session/db/client.db*,belkasoft-ctf6-ios-dev1.csv.zip2.zip/belkasoft-ctf6-ios-dev1.csv,0,0.1671
filesApps,filesapp,*/mobile/Library/Application Support/CloudDocs/session/db/server.db*,belkasoft-ctf6-ios-dev1.csv.zip2.zip/belkasoft-ctf6-ios-dev1.csv,0,0.1379
filesApps,filesapp,*/mobile/Library/Application Support/CloudDocs/session/db/client.db*,magnet-mvs-2023-ios.csv.zip2.zip/magnet-mvs-2023-ios.csv,3,0.6699
filesApps,filesapp,*/mobile/Library/Application Support/CloudDocs/session/db/server.db*,magnet-mvs-2023-ios.csv.zip2.zip/magnet-mvs-2023-ios.csv,3,0.6650
accountData,get_accs,*/mobile/Library/Accounts/Accounts3.sqlite*,josh-hickman-ios15.csv.zip/josh-hickman-ios15.csv,3,0.8865
accountData,get_accs,*/mobile/Library/Accounts/Accounts3.sqlite*,belkasoft-ctf6-ios-dev1.csv.zip2.zip/belkasoft-ctf6-ios-dev1.csv,3,0.1528
accountData,get_accs,*/mobile/Library/Accounts/Accounts3.sqlite*,magnet-mvs-2023-ios.csv.zip2.zip/magnet-mvs-2023-ios.csv,3,0.6733
Ph99SystemVersionPlist,Ph99-System-Version-Plist,*/SystemVersion.plist,josh-hickman-ios15.csv.zip/josh-hickman-ios15.csv,1,0.3151
Ph99SystemVersionPlist,Ph99-System-Version-Plist,*/SystemVersion.plist,belkasoft-ctf6-ios-dev1.csv.zip2.zip/belkasoft-ctf6-ios-dev1.csv,0,0.0531
Ph99SystemVersionPlist,Ph99-System-Version-Plist,*/SystemVersion.plist,magnet-mvs-2023-ios.csv.zip2.zip/magnet-mvs-2023-ios.csv,1,0.2321
biomeIntents,Intents,*/mobile/Library/Biome/streams/public/AppIntent/local/*,josh-hickman-ios15.csv.zip/josh-hickman-ios15.csv,3,0.8938
biomeIntents,Intents,*/AppIntent/local/*,josh-hickman-ios15.csv.zip/josh-hickman-ios15.csv,3,0.9056
biomeIntents,Intents,*/mobile/Library/Biome/streams/public/AppIntent/local/*,belkasoft-ctf6-ios-dev1.csv.zip2.zip/belkasoft-ctf6-ios-dev1.csv,2,0.1468
biomeIntents,Intents,*/AppIntent/local/*,belkasoft-ctf6-ios-dev1.csv.zip2.zip/belkasoft-ctf6-ios-dev1.csv,2,0.1399
biomeIntents,Intents,*/mobile/Library/Biome/streams/public/AppIntent/local/*,magnet-mvs-2023-ios.csv.zip2.zip/magnet-mvs-2023-ios.csv,1,0.6721
biomeIntents,Intents,*/AppIntent/local/*,magnet-mvs-2023-ios.csv.zip2.zip/magnet-mvs-2023-ios.csv,1,0.6586
walStrings,walStrings,**/*-wal,josh-hickman-ios15.csv.zip/josh-hickman-ios15.csv,1129,0.3487
walStrings,walStrings,**/*-journal,josh-hickman-ios15.csv.zip/josh-hickman-ios15.csv,35,0.3378
walStrings,walStrings,**/*-wal,belkasoft-ctf6-ios-dev1.csv.zip2.zip/belkasoft-ctf6-ios-dev1.csv,555,0.0572
walStrings,walStrings,**/*-journal,belkasoft-ctf6-ios-dev1.csv.zip2.zip/belkasoft-ctf6-ios-dev1.csv,2,0.0487
walStrings,walStrings,**/*-wal,magnet-mvs-2023-ios.csv.zip2.zip/magnet-mvs-2023-ios.csv,720,0.2150
walStrings,walStrings,**/*-journal,magnet-mvs-2023-ios.csv.zip2.zip/magnet-mvs-2023-ios.csv,9,0.2019
Ph97iOS17REFforAssetAnalysis,Ph97-1-iOS17_Ref_for_Asset_Analysis-PhDaPsql,*/PhotoData/Photos.sqlite*,josh-hickman-ios15.csv.zip/josh-hickman-ios15.csv,3,0.9108
