pattern_id,pattern,match_count,seconds
340,*/mobile/Containers/Shared/AppGroup/*/CCEntitySync-internal.cashappapi.com.sqlite*,0,0.002733
341,*/*.mhtml,0,0.402302
342,*/*.mht,0,0.396680
343,**/query_predictions.db,0,0.054550
344,*WebClips/*.webclip/*,0,1.369378
345,*/biome/streams/restricted/_DKEvent.App.InFocus/local/*,0,1.463526
346,*/com.apple.accountsd/cloudServiceEnableLog.plist,1,0.061424
347,*PushStore*,0,1.317167
348,*/mobile/Library/Preferences/com.apple.mobile.ldbackup.plist,1,0.000941
349,*/preferences/SystemConfiguration/NetworkInterfaces.plist,1,0.059907
350,*/mobile/Library/SMS/sms.db*,3,0.003114
351,*/mobile/Library/CoreDuet/Knowledge/knowledgeC.db*,3,0.003085
352,*/Library/Caches/WebKit/NetworkCache/Version*/salt,37,0.063436
353,*/Library/Caches/WebKit/NetworkCache/Version*/Records/*/Resource/*,4137,1.322063
354,**/Calendar.sqlitedb,1,0.062592
355,*/mobile/Containers/Data/Application/*/Library/Application Support/Slack/*/*/main_db*,3,0.139079
356,*/mobile/Containers/Shared/AppGroup/*/*/ModelDatabase/db.sqlite*,0,0.002653
357,*/Containers/Data/Application/*/Library/Application Support/account,0,0.007004
358,*/Library/Application Support/coredata/*_Tracks*,0,1.404519
359,*/Library/Application Support/coredata/*_HM3Timeline*,0,1.261162
360,*/Library/Application Support/coredata/*_vasistas*,0,1.361912
361,*/Library/Application Support/coredata/associated_device.sqlite,0,0.059375
362,*/com.apple.CarPlayApp.plist,2,0.066016
363,*/SMS/Drafts/*/composition.plist,0,0.060297
364,*/Containers/Data/Application/*/Library/Application Support/user_*_messaging_core.sqlite3*,0,0.148001
365,*/Biome/streams/restricted/NotesContent/local/*,0,1.344147
366,*/Data/Application/*/Library/Preferences/com.apple.Maps.plist,1,0.058852
367,**/Library/Preferences/com.apple.mobilesafari.plist,1,0.059121
368,**/td/audio/*.json,5,1.459170
369,**/td/audio/*.wav,5,1.348794
370,**/Recordings/*.composition/manifest.plist,0,0.062160
371,**/Recordings/*.m4a,0,1.343812
372,*/mobile/Library/TCC/TCC.db*,3,0.001495
373,*/logs/Accessibility/TCC.db*,0,0.110027
374,*/mobile/Library/Keyboard/*-dynamic.lm/dynamic-lexicon.dat,1,0.002848
375,*/mobile/Library/Keyboard/app_usage_database.plist,1,0.002739
376,*/mobile/Library/Keyboard/user_model_database.sqlite*,3,0.005109
377,*/com.life360.safetymap *.log,0,1.328323
378,*/Library/Application Support/Messaging.sqlite*,0,0.107713
